Id,target
0,112.15168366025848
1,115.87976760712041
2,-25.87626157524255
3,-47.63583973022594
4,-102.51798161625871
5,-50.28931939534434
6,-81.36835979522417
7,20.93713793260381
8,172.90067195044617
9,170.88408456102306
10,-111.39443612410828
11,-25.59613481133684
12,-8.872080514481276
13,120.36150945828487
14,35.09400746548549
15,41.78966377564593
16,-199.41769455447698
17,17.739840911006794
18,8.536094604351355
19,133.07321032993426
20,61.45777124452269
21,-68.39998714317582
22,-114.50737628446291
23,-12.546908411243095
24,-64.18048540231443
25,7.520418888982861
26,23.784678604265512
27,104.76863050351064
28,19.457189907510994
29,-31.192808551597864
30,107.80088038633761
31,-51.113619665202435
32,215.83283486050627
33,-20.00277219505422
34,-238.03992037475697
35,152.54780550242913
36,-8.264958507503069
37,9.1327673574431
38,-318.7446708031506
39,73.47903221011927
40,-88.08890615867347
41,-214.92225985184388
42,-248.10351286701055
43,132.65718304293685
44,-80.84248999505513
45,101.17564239332354
46,-9.181993911549844
47,14.915094740137665
48,-104.82054763354543
49,-33.087420479353504
50,7.179806681320208
51,-184.25133970983927
52,60.85422476729893
53,-105.23084916569944
54,-112.70614896653409
55,-163.49566850976728
56,59.10706515974705
57,105.97835497960995
58,-79.92267914255191
59,38.71059100255124
60,36.836212948421895
61,-56.62420213191056
62,162.70348200083606
63,38.966756462945234
64,52.65614060178673
65,19.5722508238883
66,78.32374928544148
67,-7.3191226256885145
68,-8.260172573617517
69,-3.6335435361602473
70,-27.982532973995344
71,160.527945802529
72,-46.045038934676455
73,18.020626560130516
74,-72.72582676412775
75,-76.79331515104255
76,33.04325359078497
77,-168.91523922409672
78,-6.570719230959296
79,149.51790537371232
80,-43.38473796568858
81,-127.89444473216366
82,-201.57815962864035
83,33.507865291731385
84,144.0091638507846
85,272.1137826630461
86,-266.6125034357764
87,-96.63833162115358
88,74.02375302183728
89,-96.27816532639824
90,-54.80346570053415
91,122.40201068045607
92,-171.5969215820987
93,-123.18985206930331
94,46.15078321335665
95,94.98932651194296
96,-224.59165868157746
97,-128.49120010083416
98,-181.70494792877676
99,-57.31455513584649
100,125.59344771442973
101,-90.09265852534847
102,-7.667562112798488
103,-5.596374735201146
104,-4.969756176817493
105,77.5369675927894
106,40.39715176925554
107,89.16507316984331
108,-34.5363914238077
109,-91.08124700439507
110,35.632397101701926
111,14.576679307468119
112,114.17640660622817
113,2.7104877922479726
114,70.49391798450861
115,28.42772192080959
116,-149.49956809904
117,2.2675626614596656
118,17.453516085216872
119,-27.37364941658149
120,-25.710913567831373
121,-265.5562498778209
122,266.78834256941104
123,154.22621361592928
124,10.44425764619908
125,81.33979037103332
126,-16.67932038812246
127,-160.6204628303061
128,109.85521188576011
129,-37.24146936578097
130,-224.92865416287916
131,118.16961535783553
132,-34.7319848792788
133,-92.93721251204141
134,168.7087751037757
135,34.22446826043077
136,-23.47980107942795
137,56.53896771755448
138,41.353311896228725
139,-183.1035006910301
140,127.78103532816034
141,-79.09335247986286
142,211.52759423749234
143,133.94923912286512
144,-4.897075280049598
145,-160.7818424540238
146,-19.809765792760782
147,131.45012964441054
148,32.31241497104167
149,53.59722625344877
150,-9.172128100627939
151,-48.91914232364188
152,14.100688164951809
153,-74.56607455333587
154,24.672899966466595
155,140.07462852669826
156,347.92171021066304
157,215.5808119439626
158,23.446108532198046
159,-43.93006767066503
160,-179.67910354369923
161,8.012176956179191
162,299.01052637618847
163,71.85516184563167
